id	rate
30033	1
30035	15
30039	5
30041	23
30043	34
30045	2
30047	72
30049	104
30051	9
30053	28
30057	8
30055	2
30059	2
30061	4
30065	31
30067	16
30071	11
30073	1
30075	0
30077	8
30079	3
30081	61
30083	15
30085	53
30087	5
30089	14
30091	6
30093	98
30095	17
30097	5
30099	19
30101	22
30103	0
30105	8
30107	10
30109	0
31025	23
31043	18
31051	3
31055	159
31079	33
31081	8
31109	22
31121	4
31153	52
31155	10
31159	8
31177	4
31001	6
31003	9
31005	0
31013	1
31017	0
31019	10
31021	2
31023	5
31027	2
31029	2
31031	0
31033	4
31035	6
31037	5
31039	1
31041	6
31045	2
31047	8
31053	19
31059	1
31061	2
31065	3
31067	25
31071	0
31073	2
31085	3
31087	4
31089	2
31091	0
31099	3
31101	2
31103	0
31105	0
31107	2
31111	19
31119	10
31123	2
31127	9
31131	3
31133	1
31135	0
31137	2
31139	2
31141	15
31145	2
31147	0
31149	0
31151	5
31157	12
31161	14
31163	1
31167	6
31169	1
31173	6
31181	2
31183	3
31185	2
32510	154
32029	43
32031	132
32001	28
32005	67
32007	48
32009	1
32011	7
32013	29
32015	40
32017	3
32019	137
32021	6
32023	80
32027	29
32033	13
33015	7
33017	4
33003	13
33005	0
33009	3
33013	2
34001	0
34003	8
34005	0
34007	9
34007	1574
34009	0
34011	0
34013	95
34015	6
34017	0
34019	0
34021	2
34023	0
34025	2
34027	0
34029	0
34031	0
34033	0
34035	0
34037	0
34039	0
34041	0
35001	763
35013	188
35043	25
35049	111
35057	66
35061	386
35003	7
35005	62
35006	78
35007	12
35009	18
35011	2
35015	39
35023	4
35025	22
35027	23
35029	44
35031	85
35033	5
35035	124
35037	3
35047	8
35051	35
35053	18
35059	2
36001	19
36007	45
36015	20
36027	35
36029	71
36043	2
36045	38
36051	31
36053	16
36059	1157
36063	70
36065	71
36067	187
36069	61
36071	14
36073	20
36075	56
36079	16
36083	15
36087	7
36091	85
36093	1
36095	2
36103	63
36103	1577
36107	16
36111	30
36113	44
36115	27
36119	72
36123	16
36003	1
36009	34
36011	22
36013	51
36017	22
36019	8
36021	19
36023	7
36025	29
36031	0
36033	0
36035	22
36037	39
36039	7
36041	3
36049	4
36057	22
36077	19
36097	7
36099	4
36101	13
36089	14
36105	29
36121	14
37001	95
37003	83
37021	155
37023	91
37025	38
37027	95
37035	165
37037	55
37053	37
37057	105
37059	58
37063	80
37065	65
37067	276
37069	69
37071	15
37087	148
37097	205
37101	160
37109	85
37115	7
37127	70
37129	155
37135	43
37137	6
37141	57
37145	49
37147	157
37157	66
37159	151
37169	45
37179	182
37183	173
37191	133
37197	57
37007	33
37009	24
37013	68
37029	10
37033	73
37039	36
37041	16
37043	26
37047	72
37055	13
37061	93
37083	69
37085	233
37091	21
37105	47
37107	122
37117	49
37111	37
37123	43
37131	34
37139	35
37143	4
37149	16
37153	156
37161	103
37163	100
37165	57
37167	29
37171	51
37173	20
37175	24
37177	8
37181	69
37189	26
37193	115
37195	57
37199	7
38015	20
38017	17
38035	4
38059	10
38065	0
38085	0
38001	1
38003	0
38005	3
38007	1
38009	4
38011	0
38013	0
38019	3
38021	0
38023	0
38025	1
38027	7
38029	3
38031	0
38033	1
38037	2
38039	0
38041	2
38043	0
38045	1
38047	0
38049	2
38051	0
38053	25
38055	12
38057	9
38061	6
38063	3
38067	3
38069	3
38071	4
38073	6
38075	2
38077	7
38079	6
38081	5
38083	1
38087	0
38089	3
38091	1
38093	4
38097	3
38099	7
38101	30
38103	2
38105	18
39003	27
39013	45
39015	17
39017	45
39023	46
39025	98
39041	63
39045	40
39051	15
39055	20
39057	15
39061	183
39073	14
39081	2
39085	240
39087	75
39093	50
39095	128
39097	20
39099	1
39103	2
39109	24
39113	234
39127	15
39129	29
39133	48
39139	57
39151	89
39153	63
39155	19
39159	17
39165	58
39173	13
39001	6
39005	31
39007	54
39009	19
39021	17
39027	2
39029	19
39031	39
39033	6
39039	22
39043	3
39047	24
39053	21
39063	12
39065	8
39067	6
39069	20
39071	26
39075	5
39079	26
39083	33
39091	14
39101	38
39105	36
39107	11
39111	11
39115	24
39119	48
39121	0
39123	8
39125	14
39131	22
39135	14
39137	13
39141	120
39143	54
39145	40
39147	70
39149	15
39157	10
39161	9
39163	20
39167	31
39169	32
39175	2
40017	15
40027	58
40031	21
40033	2
40037	57
40047	17
40051	34
40079	68
40081	25
40083	34
40087	26
40109	32
40111	36
40113	47
40117	36
40131	89
40135	72
40143	241
40145	68
40001	73
40003	3
40005	3
40007	0
40009	21
40011	2
40015	21
40019	20
40021	88
40023	16
40025	0
40029	4
40035	7
40039	8
40041	47
40043	2
40045	4
40049	49
40053	2
40057	0
40059	0
40061	11
40063	12
40065	16
40067	3
40069	12
40071	36
40073	3
40075	1
40077	8
40085	5
40093	3
40095	19
40097	28
40089	25
40091	47
40099	10
40101	66
40103	6
40105	2
40107	19
40119	46
40121	45
40123	24
40125	56
40127	2
40129	8
40133	22
40137	10
40139	9
40141	3
40149	19
40151	4
40153	14
41003	27
41005	365
41009	18
41017	76
41033	35
41039	307
41043	36
41047	65
41051	119
41053	43
41067	287
41071	35
41001	2
41007	12
41011	21
41013	51
41025	5
41027	17
41031	28
41049	33
41057	10
41059	51
41061	11
41065	27
41069	2
42003	12
42011	3
42013	0
42017	0
42019	0
42041	1
42049	0
42055	0
42071	2
42081	0
42085	5
42091	0
42095	0
42103	0
42125	2
42131	0
42133	7
42009	0
42031	0
42047	0
42059	0
42063	0
42065	4
42073	0
42107	1
42109	0
42117	0
42119	0
42123	0
42127	0
45003	549
45007	918
45013	421
45015	444
45017	30
45023	151
45031	224
45039	142
45041	324
45045	1800
45051	6
45051	994
45053	40
45057	254
45059	142
45063	514
45077	281
45079	1959
45081	46
45083	749
45085	354
45087	120
45091	365
45001	44
45009	26
45011	79
45021	115
45025	131
45027	78
45029	209
45033	142
45043	164
45047	165
45049	51
45061	66
45067	130
45069	116
45065	21
45071	43
45073	146
45089	136
46033	4
46083	14
46087	3
46093	23
46099	47
46103	118
46125	11
46127	10
46003	0
46005	5
46007	3
46009	1
46011	6
46013	9
46019	1
46021	1
46023	6
46025	3
46027	9
46029	9
46031	1
46035	3
46039	1
46041	0
46043	2
46045	2
46049	0
46057	6
46063	2
46065	7
46067	0
46073	0
46081	8
46091	9
46089	1
46097	0
46101	4
46113	0
46107	1
46109	10
46111	8
46115	2
46117	4
46119	1
46123	0
46129	4
46135	16
46137	0
47001	99
47009	412
47011	204
47013	108
47015	15
47019	57
47021	84
47023	18
47033	25
47043	116
47047	60
47057	43
47063	111
47065	283
47169	41
47073	74
47081	81
47089	71
47093	698
47105	80
47111	55
47113	130
47115	53
47119	136
47125	113
47129	49
47139	34
47145	57
47147	64
47149	261
47153	41
47157	607
47159	32
47163	324
47165	113
47167	161
47171	30
47173	39
47179	164
47187	70
47189	113
47003	76
47005	7
47007	18
47017	42
47025	55
47027	16
47029	144
47031	70
47035	50
47039	22
47041	28
47045	47
47049	21
47051	51
47053	60
47055	46
47059	156
47061	54
47067	3
47069	57
47071	59
47075	34
47077	66
47079	60
47083	11
47085	35
47087	14
47091	116
47095	1
47097	37
47099	86
47101	29
47103	101
47117	25
47107	117
47109	56
47121	40
47123	160
47127	7
47131	40
47133	19
47135	19
47137	17
47141	112
47143	46
47151	37
47155	155
47161	57
47175	10
47177	60
47181	37
47183	21
47185	62
48007	91
48009	11
48011	3
48013	65
48015	26
48019	38
48021	225
48027	103
48029	611
48037	104
48039	174
48041	80
48051	25
48055	35
48059	5
48061	195
48065	19
48071	134
48077	14
48085	66
48091	146
48099	9
48107	1
48113	45
48121	70
48135	135
48139	72
48141	267
48145	5
48157	758
48167	141
48175	16
48181	70
48183	55
48187	60
48199	41
48201	8854
48209	157
48215	586
48221	85
48229	4
48231	104
48235	1
48245	70
48251	129
48257	136
48281	1
48291	166
48303	109
48305	2
48317	2
48309	96
48325	48
48329	61
48339	531
48355	65
48359	3
48361	90
48367	110
48375	42
48381	43
48395	7
48397	21
48401	92
48409	31
48423	226
48425	13
48439	113
48441	27
48451	29
48453	684
48459	49
48469	112
48473	46
48479	35
48485	7
48491	175
48493	29
48497	74
48001	55
48003	14
48005	88
48017	10
48023	0
48025	25
48031	11
48033	4
48035	4
48043	6
48045	0
48047	1
48049	22
48053	51
48057	16
48063	6
48067	44
48069	1
48073	72
48075	0
48079	7
48081	1
48087	9
48089	33
48093	6
48095	1
48097	33
48101	0
48103	2
48105	3
48109	0
48111	0
48115	2
48117	4
48119	0
48123	25
48125	1
48127	3
48129	3
48131	41
48133	3
48137	4
48143	21
48147	25
48149	11
48151	13
48153	10
48155	0
48159	27
48161	9
48163	6
48165	11
48169	10
48171	4
48173	0
48177	19
48179	16
48185	23
48189	18
48191	2
48195	8
48197	2
48203	53
48205	1
48207	1
48211	12
48213	206
48217	38
48219	25
48223	22
48225	9
48227	25
48233	21
48237	11
48239	18
48241	80
48243	2
48247	2
48255	13
48261	6
48263	3
48265	47
48267	1
48269	0
48271	1
48273	26
48275	4
48277	29
48279	2
48283	7
48285	13
48287	16
48289	24
48293	19
48295	4
48297	15
48299	11
48301	0
48313	9
48319	2
48321	65
48323	62
48307	2
48311	1
48327	0
48331	11
48333	2
48335	1
48337	9
48341	10
48343	11
48345	0
48347	70
48353	5
48357	7
48363	2
48365	27
48369	1
48371	9
48373	66
48377	3
48379	14
48383	4
48385	6
48387	8
48389	5
48391	8
48393	0
48399	3
48403	29
48405	36
48407	47
48411	2
48413	0
48415	11
48417	2
48419	27
48421	1
48427	115
48429	4
48431	0
48433	2
48435	0
48443	2
48445	4
48447	0
48449	45
48455	20
48457	75
48461	5
48463	11
48465	12
48467	3
48471	91
48475	49
48477	26
48481	74
48483	5
48487	1
48489	52
48495	2
48499	43
48501	10
48503	5
48507	17
49003	18
49005	17
49011	20
49023	6
49035	861
49049	40
49053	29
49057	36
49001	1
49007	11
49013	38
49015	16
49021	25
49025	10
49027	38
49033	2
49037	7
49039	22
49041	15
49043	25
49047	19
49051	12
50007	0
50011	5
50013	1
50015	8
50025	0
51003	88
51007	18
51009	32
51011	14
51013	363
51015	65
51019	40
51023	36
51029	18
51031	112
51033	37
51036	3
51041	469
51043	11
51045	2
51047	27
51053	56
51059	1052
51061	38
51063	22
51065	30
51067	74
51069	68
51071	9
51073	37
51075	18
51079	22
51085	98
51087	606
51093	31
51095	90
51101	11
51107	336
51115	4
51121	45
51125	24
51127	13
51145	18
51149	40
51153	843
51155	48
51157	1
51161	167
51165	70
51169	16
51177	227
51179	308
51183	9
51187	20
51191	67
51199	123
51001	43
51005	12
51017	7
51021	1
51025	16
51027	53
51035	18
51037	26
51049	19
51051	26
51057	5
51077	17
51081	9
51083	37
51089	114
51091	4
51097	18
51099	25
51103	13
51105	15
51109	57
51111	5
51113	11
51117	32
51119	13
51131	8
51133	22
51135	6
51137	21
51139	26
51141	33
51143	46
51147	12
51159	9
51163	23
51167	35
51171	41
51173	30
51175	23
51181	16
51185	42
51193	10
51195	48
51197	16
53003	14
53005	68
53007	35
53011	323
53013	3
53015	52
53017	26
53021	23
53033	385
53035	376
53051	26
53053	1193
53057	90
53059	8
53061	566
53063	184
53065	32
53067	255
53071	26
53073	166
53077	132
53001	23
53009	89
53019	7
53023	2
53025	83
53027	26
53029	32
53031	17
53037	8
53039	8
53041	48
53043	9
53045	99
53047	29
53049	25
53055	10
53069	9
53075	19
54003	78
54005	4
54009	5
54011	26
54019	73
54029	10
54037	46
54051	42
54057	17
54061	73
54069	46
54077	56
54079	131
54081	109
54105	7
54107	101
54001	31
54013	0
54017	2
54021	0
54023	4
54025	3
54031	16
54033	56
54035	95
54041	0
54045	97
54053	12
54047	15
54055	80
54059	1
54063	3
54065	50
54067	123
54073	5
54075	8
54083	74
54085	0
54087	21
54089	15
54095	10
54097	5
54103	3
54109	39
55009	67
55015	12
55017	15
55021	30
55025	57
55031	16
55035	13
55039	25
55045	5
55049	13
55059	52
55061	17
55063	16
55073	20
55079	41
55087	32
55089	12
55093	20
55101	17
55105	30
55117	29
55109	18
55131	3
55133	71
55139	21
55001	15
55003	16
55005	0
55007	28
55011	2
55013	33
55019	18
55023	14
55027	26
55029	8
55033	35
55037	5
55041	26
55043	32
55047	1
55051	1
55053	17
55055	43
55057	46
55065	6
55067	4
55069	23
55071	27
55075	10
55077	6
55078	0
55081	16
55085	24
55091	3
55095	99
55097	15
55099	1
55103	0
55107	23
55111	27
55113	19
55115	26
55119	17
55121	9
55123	7
55125	8
55127	10
55129	17
55135	82
55137	23
55141	5
56021	70
56025	56
56001	9
56003	2
56005	126
56007	8
56011	1
56013	25
56015	27
56017	1
56019	5
56023	19
56029	30
56031	1
56033	27
56035	3
56037	25
56041	4
56043	0
56045	1
